Gene ID	Name	Notes
ECs0887	glnQ	['glutamine', 'ABC', 'transporter', 'ATP-binding', 'protein']
ECs3111	ECs3111	['hypothetical', 'protein']
ECs3771	ECs3771	['oxidoreductase']
ECs0495	ECs0495	['peptidyl-prolyl', 'cis-trans', 'isomerase']
ECs3422	ECs3422	['2-component', 'sensor', 'protein']
ECs0590	ECs0590	['hypothetical', 'protein']
ECs5095	ECs5095	['DNA-binding', 'transcriptional', 'regulator', 'BasR']
ECs3629	ECs3629	['hypothetical', 'protein']
ECs0491	clpP	['ATP-dependent', 'Clp', 'protease', 'proteolytic', 'subunit']
ECs4160	ECs4160	['DNA-directed', 'RNA', 'polymerase', 'subunit', 'alpha']
ECs3299	NA
ECs4530	ECs4530	['transporter']
ECs4575	ECs4575	['EscC', 'type', 'III', 'secretion', 'system', 'protein']
ECs4697	ECs4697	['hypothetical', 'protein']
ECs2593	ECs2593	['chemotaxis-specific', 'methylesterase']
ECs0600	ECs0600	['bacteriophage', 'N4', 'receptor,', 'outer', 'membrane', 'subunit']
ECs3189	ECs3189	['hypothetical', 'protein']
ECs2348	ECs2348	['lysozyme', 'inhibitor']
ECs4081	ECs4081	['RNA', 'polymerase', 'factor', 'sigma-54']
ECs2818	ECs2818	['hypothetical', 'protein']
ECs3308	ECs3308	['transcriptional', 'regulator', 'EutR']
ECs4452	ECs4452	['regulator', 'of', 'xyl', 'operon']
ECs4048	rbfA	['ribosome-binding', 'factor', 'A']
ECs3568	ECs3568	['transcriptional', 'regulatory', 'protein']
ECs3690	ECs3690	['hypothetical', 'protein']
ECs1678	ECs1678	['DNA', 'polymerase', 'V', 'subunit', 'UmuD']
ECs0257	ECs0257	['pseudo']
ECs4291	ECs4291	['hypothetical', 'protein']
ECs1473	ECs1473	['3-oxoacyl-ACP', 'synthase']
ECs3374	ECs3374	['outer', 'membrane', 'protein', 'assembly', 'complex', 'subunit', 'YfgL']
ECs3697	ECs3697	['racemase']
ECs5369	rrlH	['23S', 'ribosomal', 'RNA']
ECs4036	ECs4036	['GIY-YIG', 'nuclease', 'superfamily', 'protein']
pO157p31	pO157p31	['transposase']
ECs1752	ECs1752	['transporter']
ECs4714	trxA	['thioredoxin']
pO157p64	finO	['conjugal', 'transfer', 'fertility', 'inhibition', 'protein', 'FinO']
ECs2660	ECs2660	['flagella', 'biosynthesis', 'protein', 'FliZ']
ECs0876	ECs0876	['hypothetical', 'protein']
ECs1343	ECs1343	['TerW', 'protein']
ECs4431	ECs4431	['fimbrial', 'major', 'protein']
ECO572056	NA
ECs2002	ECs2002	['D-lactate', 'dehydrogenase']
ECs3611	ECs3611	['hypothetical', 'protein']
ECs3647	ECs3647	['glucarate', 'dehydratase']
ECs1463	ECs1463	['hypothetical', 'protein']
ECs1477	ECs1477	['DNA', 'polymerase', 'III', 'subunit', "delta'"]
ECs0358	ECs0358	['betaine', 'aldehyde', 'dehydrogenase']
ECs3463	tyrA	['bifunctional', 'chorismate', 'mutase/prephenate', 'dehydrogenase']
ECO575007	NA
ECs4786	ECs4786	['DNA', 'polymerase', 'I']
ECs4914	thiG	['thiazole', 'synthase']
ECs2461	ECs2461	['transport', 'system', 'permease']
ECs1493	ECs1493	['hypothetical', 'protein']
ECs2713	ECs2713	['hypothetical', 'protein']
ECs1217	ECs1217	['Bor', 'protein']
ECs5105	ECs5105	['anaerobic', 'C4-dicarboxylate', 'transporter']
ECO572622	NA
ECs5210	ECs5210	['UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate', 'ligase']
ECs0992	ECs0992	['heat', 'shock', 'protein']
ECs1063	ECs1063	['hypothetical', 'protein']
ECs1722	chaB	['cation', 'transport', 'regulator']
ECs0792	NA
ECs3045	folE	['GTP', 'cyclohydrolase', 'I']
ECs2452	astD	['succinylglutamic', 'semialdehyde', 'dehydrogenase']
ECs3614	ECs3614	['hypothetical', 'protein']
ECs1260	putA	['trifunctional', 'transcriptional', 'regulator/proline', 'dehydrogenase/pyrroline-5-carboxylate', 'dehydrogenase']
ECs0648	ECs0648	['hypothetical', 'protein']
ECs0809	ECs0809	['exonuclease']
ECs0578	ECs0578	['allantoate', 'amidohydrolase']
ECs3527	ECs3527	['hypothetical', 'protein']
ECs2075	ECs2075	['IpaH-like', 'protein']
ECs0965	ECs0965	['macrolide', 'transporter', 'ATP-binding', '/permease']
ECs0720	potE	['putrescine', 'transporter']
ECs3479	ECs3479	['small', 'membrane', 'protein', 'A']
ECs4997	ECs4997	['translational', 'regulator']
ECs2774	ECs2774	['hypothetical', 'protein']
ECs3113	ECs3113	['hypothetical', 'protein']
ECs0357	ECs0357	['choline', 'dehydrogenase']
ECs0114	ECs0114	['N-acetyl-anhydromuranmyl-L-alanine', 'amidase']
ECs5507	argY	['tRNA']
ECs4860	ECs4860	['cell', 'division', 'protein', 'FtsN']
ECs1455	flgF	['flagellar', 'basal', 'body', 'rod', 'protein', 'FlgF']
ECs4606	ECs4606	['UhpA', 'family', 'transcriptional', 'regulator']
ECs2615	ECs2615	['tyrosine-specific', 'transporter']
ECs4211	ECs4211	['para-aminobenzoate', 'synthase', 'component', 'II']
ECO570082	NA
ECs4521	ECs4521	['hypothetical', 'protein']
ECs1602	ECs1602	['PhoP', 'family', 'transcriptional', 'regulator']
ECs1855	ECs1855	['translation', 'initiation', 'factor', 'Sui1']
ECs4609	ECs4609	['hypothetical', 'protein']
ECs3919	ECs3919	['esterase']
ECs5529	rrsD	['16S', 'ribosomal', 'RNA']
ECs3315	ECs3315	['hypothetical', 'protein']
ECs2637	ECs2637	['transposase']
ECO572942	NA
ECs3615	ECs3615	['hypothetical', 'protein']
ECs4763	ubiE	['ubiquinone/menaquinone', 'biosynthesis', 'methyltransferase']
ECs5023	ubiA	['4-hydroxybenzoate', 'octaprenyltransferase']
ECs4050	nusA	['transcription', 'elongation', 'factor', 'NusA']
ECs3093	napH	['quinol', 'dehydrogenase', 'membrane', 'component']
pO157p05	etpF	['type', 'II', 'secretion', 'pathway', 'related', 'protein', 'type', 'II', 'secretion', 'pathway', 'related', 'protein|EtpF']
ECs3114	ECs3114	['DNA', 'gyrase', 'subunit', 'A']
ECs1372	ECs1372	['transposase']
ECs0873	ECs0873	['hypothetical', 'protein']
ECs4738	cyaY	['frataxin-like', 'protein']
ECs0096	ddl	['D-alanine--D-alanine', 'ligase']
ECs1098	ECs1098	['hypothetical', 'protein']
ECO572650	NA
ECs1772	ECs1772	['colonization', 'factor']
ECs4718	ECs4718	['lipopolysaccharide', 'biosynthesis', 'protein', 'WzzE']
ECs3307	ECs3307	['coproporphyrinogen', 'III', 'oxidase']
ECs4502	ECs4502	['UDP-glucose:(galactosyl)', 'LPS', 'alpha1,2-glucosyltransferase']
ECO575047	NA
ECs4933	ECs4933	['isocitrate', 'lyase']
ECs4761	ECs4761	['uridine', 'phosphorylase']
ECs1403	ECs1403	['DNA', 'repair', 'protein']
ECs2918	ECs2918	['hypothetical', 'protein']
ECO570810	NA
ECs4759	ECs4759	['5-methyltetrahydropteroyltriglutamate/homocysteine', 'S-methyltransferase']
ECs3910	ECs3910	['modulator', 'of', 'drug', 'activity', 'B']
ECs1114	ECs1114	['tail', 'length', 'tape', 'measure', 'protein']
ECs3986	ECs3986	['cytochrome']
ECs2792	ECs2792	['hypothetical', 'protein']
ECO573904	NA
ECs3676	recD	['exonuclease', 'V', 'subunit', 'alpha']
ECO573760	NA
ECO570841	NA
ECs2651	uvrC	['excinuclease', 'ABC', 'subunit', 'C']
ECs0500	ECs0500	['hypothetical', 'protein']
ECO571276	NA
ECs1508	ECs1508	['hypothetical', 'protein']
ECs4994	ECs4994	['hypothetical', 'protein']
ECs5102	ECs5102	['melibiose:sodium', 'symporter']
ECs1405	ECs1405	['hypothetical', 'protein']
ECs4409	ECs4409	['phosphodiesterase']
ECs0113	ECs0113	['quinolinate', 'phosphoribosyltransferase']
ECs2360	ECs2360	['glyoxalase', 'I']
ECs1327	ECs1327	['protein', 'UreG']
ECs2199	ECs2199	['hypothetical', 'protein']
ECO572939	NA
ECO572734	NA
ECs0918	ECs0918	['transferase']
ECs3005	ECs3005	['hypothetical', 'protein']
ECs0802	ECs0802	['hypothetical', 'protein']
ECO571360	NA
ECs3173	ECs3173	['LysR', 'family', 'transcriptional', 'regulator']
ECs4016	ECs4016	['tagatose-6-phosphate', 'aldose/ketose', 'isomerase']
ECs1512	ECs1512	['hypothetical', 'protein']
ECs2775	ECs2775	['hypothetical', 'protein']
ECs0470	ECs0470	['thiamine', 'monophosphate', 'kinase']
ECs3546	ECs3546	['transcriptional', 'repressor', 'MprA']
ECO571383	NA
ECs1274	ECs1274	['transcriptional', 'regulator']
ECs2216	ECs2216	['exonuclease']
ECs2380	ECs2380	['oxidoreductase']
ECO575382	NA
ECs4614	emrD	['multidrug', 'resistance', 'protein', 'D']
ECs0396	lacY	['galactoside', 'permease']
ECs4581	ECs4581	['EscT', 'type', 'III', 'secretion', 'system', 'protein']
ECs1570	potB	['spermidine/putrescine', 'ABC', 'transporter', 'membrane', 'protein']
ECs1167	ECs1167	['hypothetical', 'protein']
ECO570077	NA
ECs0366	ECs0366	['hypothetical', 'protein']
ECs1192	ECs1192	['hypothetical', 'protein']
ECO573354	NA
ECs3349	ECs3349	['hydrogenase', '4', 'subunit']
ECs0745	gltA	['type', 'II', 'citrate', 'synthase']
ECs1970	ECs1970	['terminase', 'small', 'subunit']
ECs3265	ECs3265	['aminopeptidase']
ECs2068	ECs2068	['cryptic', 'nitrate', 'reductase', '2', 'subunit', 'gamma']
ECO572656	NA
ECs2444	ECs2444	['PTS', 'system', "N,N'-diacetylchitobiose-specific", 'transporter', 'subunit', 'IIB']
ECs0003	ECs0003	['homoserine', 'kinase']
ECs5059	gltP	['glutamate/aspartate:proton', 'symporter']
ECs2570	ruvB	['Holliday', 'junction', 'DNA', 'helicase', 'RuvB']
ECs2571	ruvA	['Holliday', 'junction', 'DNA', 'helicase', 'RuvA']
ECs4173	rplE	['50S', 'ribosomal', 'protein', 'L5']
ECs2047	ECs2047	['ABC', 'transporter', 'permease']
ECs5556	ECs5556	['hypothetical', 'protein']
pO157p78	espP	['EspP']
ECs0800	ECs0800	['pectinesterase']
ECs2992	ECs2992	['hypothetical', 'protein']
ECs1763	ECs1763	['hypothetical', 'protein']
ECs3605	cysN	['sulfate', 'adenylyltransferase', 'subunit', '1']
ECs4099	ECs4099	['transcriptional', 'regulator', 'NanR']
ECO573761	NA
ECs0832	ECs0832	['minor', 'tail', 'protein']
ECs0448	ECs0448	['exonuclease', 'SbcD']
ECs4401	ECs4401	['LysR', 'family', 'transcriptional', 'regulator']
ECs1380	ECs1380	['transposase']
ECs4896	ECs4896	['tRNA', '(uracil-5-)-methyltransferase']
ECs2329	ECs2329	['bifunctional', 'PTS', 'system', 'maltose', 'and', 'glucose-specific', 'transporter', 'subunits', 'IICB']
ECO573032	NA
ECs5573	glyT	['tRNA']
ECO572092	NA
ECs3047	ECs3047	['colicin', 'I', 'receptor']
ECs3558	ECs3558	['murein', 'hydrolase', 'B']
ECs2873	ECs2873	['uridine', 'kinase']
ECs0556	ECs0556	['short', 'chain', 'dehydrogenase']
ECs1303	ECs1303	['hypothetical', 'protein']
ECs4483	lldD	['L-lactate', 'dehydrogenase']
ECs3446	ECs3446	['uracil-DNA', 'glycosylase']
ECs1383	ECs1383	['helicase']
ECs2887	ECs2887	['BaeR', 'family', 'transcriptional', 'regulator']
ECs2139	ECs2139	['hypothetical', 'protein']
ECs1204	ECs1204	['hypothetical', 'protein']
ECs0572	ECs0572	['allantoin', 'permease']
ECs0122	ECs0122	['aconitate', 'hydratase', 'B']
ECO571674	NA
ECs5021	ECs5021	['hypothetical', 'protein']
ECs1942	ECs1942	['regulatory', 'protein']
ECs0617	ECs0617	['hypothetical', 'protein']
ECs3078	ECs3078	['nucleoid-associated', 'protein', 'NdpA']
ECs1650	ECs1650	['tail', 'fiber', 'protein']
ECs0845	ECs0845	['hypothetical', 'protein']
ECs3063	ECs3063	['elongation', 'factor', 'P']
ECO575423	NA
ECs5219	ECs5219	['magnesium-transporting', 'ATPase', 'MgtA']
ECO571354	NA
ECs0276	ECs0276	['hypothetical', 'protein']
ECs4863	rpmE	['50S', 'ribosomal', 'protein', 'L31']
ECs3282	ECs3282	['cytochrome', 'oxidase']
ECs4913	thiH	['thiamine', 'biosynthesis', 'protein', 'ThiH']
ECs4067	ECs4067	['Nlp', 'family', 'transcriptional', 'regulator']
ECO573194	NA
ECO572918	NA
ECO570355	NA
ECs2215	ECs2215	['hypothetical', 'protein']
ECs4536	ECs4536	['hypothetical', 'protein']
ECs2693	ECs2693	['mannosyl-3-phosphoglycerate', 'phosphatase']
ECs2811	ECs2811	['DNA', 'gyrase', 'inhibitor']
ECs4622	ECs4622	['6-phospho-beta-glucosidase']
ECs0816	ECs0816	['hypothetical', 'protein']
ECs2722	ECs2722	['tail', 'assembly', 'protein']
ECs0121	ECs0121	['hypothetical', 'protein']
ECs3895	ECs3895	['AraC', 'family', 'transcriptional', 'regulator']
ECs5575	ECs5575	['sulfur', 'carrier', 'protein', 'ThiS']
ECs0065	araD	['L-ribulose-5-phosphate', '4-epimerase']
ECs4925	zraP	['zinc', 'resistance', 'protein']
ECs2903	ECs2903	['kinase']
ECs0975	ECs0975	['DNA', 'translocase', 'FtsK']
ECs0626	ECs0626	['ferric', 'enterobactin', 'transport', 'protein', 'FepE']
ECs2715	ECs2715	['EspF-like', 'protein']
ECs3466	ECs3466	['hypothetical', 'protein']
ECs3915	ECs3915	['permease', 'of', 'ferrichrome', 'ABC', 'transporter']
ECs0555	ECs0555	['thioredoxin-like', 'protein']
ECs5034	ECs5034	['replicative', 'DNA', 'helicase']
ECs3344	ECs3344	['hydrogenase', '4', 'subunit', 'B']
ECs2947	ECs2947	['minor', 'tail', 'protein']
ECs3331	ECs3331	['nitrate/nitrite', 'sensor', 'protein', 'NarQ']
ECs1362	ECs1362	['hypothetical', 'protein']
ECs1733	ECs1733	['hypothetical', 'protein']
ECs1443	ECs1443	['multidrug', 'resistance', 'protein', 'MdtH']
ECs5000	ECs5000	['sorbose-permease', 'PTS', 'system', 'IIC', 'component']
ECs4555	ECs4555	['protein', 'EspD']
ECs2979	ECs2979	['hypothetical', 'protein']
ECs4028	ECs4028	['glycosylase']
ECs5451	ECs5451	['hypothetical', 'protein']
ECs1431	ECs1431	['multidrug', 'transporter']
ECs3383	ECs3383	['anaerobic', 'dimethyl', 'sulfoxide', 'reductase', 'subunit', 'B']
ECs1308	ECs1308	['hypothetical', 'protein']
ECs2434	ECs2434	['hypothetical', 'protein']
ECs3522	gabD	['succinate-semialdehyde', 'dehydrogenase', 'I']
ECs0025	ECs0025	['hypothetical', 'protein']
ECs1001	ECs1001	['3-deoxy-manno-octulosonate', 'cytidylyltransferase']
ECs0561	ECs0561	['hypothetical', 'protein']
ECs1635	ECs1635	['major', 'capsid', 'protein']
ECs0268	ECs0268	['outer', 'membrane', 'phosphoporin', 'protein', 'E']
ECO571690	NA
ECs0710	ECs0710	['glutaminyl-tRNA', 'synthetase']
ECs4963	ECs4963	['hypothetical', 'protein']
ECs5135	ECs5135	['fumarate', 'reductase', 'flavoprotein', 'subunit']
ECO573898	NA
ECs5465	ECs5465	['hypothetical', 'protein']
ECs1742	ECs1742	['hypothetical', 'protein']
ECs2238	ECs2238	['minor', 'tail', 'protein']
ECs3494	ECs3494	['hypothetical', 'protein']
ECs0051	folA	['dihydrofolate', 'reductase']
ECs4597	ECs4597	['hypothetical', 'protein']
ECs1525	ECs1525	['hypothetical', 'protein']
ECs2202	ECs2202	['hypothetical', 'protein']
ECs5051	ECs5051	['acetyl-CoA', 'synthetase']
ECs5492	valX	['tRNA']
ECs0986	ECs0986	['formate', 'acetyltransferase', '1']
ECs3852	ECs3852	['hypothetical', 'protein']
ECO572798	NA
ECs4858	hslU	['ATP-dependent', 'protease', 'ATP-binding', 'protein', 'HslU']
ECs1949	ECs1949	['hypothetical', 'protein']
ECs2975	ECs2975	['antitermination', 'protein']
ECs1139	ECs1139	['hypothetical', 'protein']
ECs4770	rfaH	['transcriptional', 'activator', 'RfaH']
ECs5295	ECs5295	['hypothetical', 'protein']
ECs0678	holA	['DNA', 'polymerase', 'III', 'subunit', 'delta']
ECs1232	ECs1232	['hypothetical', 'protein']
ECs2989	ECs2989	['regulatory', 'protein']
ECs1750	ECs1750	['voltage-gated', 'potassium', 'channel']
ECs4083	ECs4083	['PTS', 'system', 'transporter', 'subunit', 'IIA-like', 'nitrogen-regulatory', 'protein', 'PtsN']
ECs4305	ECs4305	['periplasmic', 'binding', 'protein', 'of', 'high-affinity', 'leucine-specific', 'transport', 'system']
ECs2576	aspS	['aspartyl-tRNA', 'synthetase']
ECs3631	ECs3631	['transporter']
ECs4509	coaD	['phosphopantetheine', 'adenylyltransferase']
ECs4639	rnpA	['ribonuclease', 'P']
ECs0515	ECs0515	['acridine', 'efflux', 'pump']
ECs1357	ECs1357	['hypothetical', 'protein']
ECs4632	ECs4632	['sugar', 'phosphatase']
ECs5239	ECs5239	['hypothetical', 'protein']
ECs5560	rrlA	['23S', 'ribosomal', 'RNA']
ECs2877	ECs2877	['3-methyladenine', 'DNA', 'glycosylase']
ECs3594	ECs3594	['MarR', 'family', 'transcriptional', 'regulator']
ECs4229	ECs4229	['DNA', 'adenine', 'methylase']
ECs4817	ECs4817	['formate', 'dehydrogenase', 'accessory', 'protein', 'FdhE']
pO157p45	pO157p45	['hypothetical', 'protein']
ECs5390	metT	['tRNA']
ECs3782	ECs3782	['5-formyltetrahydrofolate', 'cyclo-ligase']
ECs1838	ECs1838	['hypothetical', 'protein']
ECs2557	ECs2557	['hypothetical', 'protein']
ECs0401	ECs0401	['MhpR', 'family', 'transcriptional', 'regulator']
ECs5229	ECs5229	['hypothetical', 'protein']
ECs1106	ECs1106	['terminase', 'large', 'subunit']
ECs0523	ECs0523	['DNA', 'polymerase', 'III', 'subunits', 'gamma', 'and', 'tau']
ECs3160	ECs3160	['NADH', 'dehydrogenase', 'subunit', 'N']
ECs5136	ECs5136	['lysyl-tRNA', 'synthetase']
ECs5268	ECs5268	['hypothetical', 'protein']
ECs0092	murD	['UDP-N-acetylmuramoyl-L-alanyl-D-glutamate', 'synthetase']
ECs2505	ECs2505	['hypothetical', 'protein']
ECs3269	ECs3269	['hypothetical', 'protein']
ECs1740	ECs1740	['thymidine', 'kinase']
ECs4333	ECs4333	['hypothetical', 'protein']
ECs4757	ECs4757	['hypothetical', 'protein']
ECO574623	NA
ECs3260	ECs3260	['sensor', 'protein']
ECs1799	ECs1799	['hypothetical', 'protein']
ECs1147	ECs1147	['hypothetical', 'protein']
ECO573738	NA
ECs3169	ECs3169	['NADH', 'dehydrogenase', 'subunit', 'E']
ECs2207	ECs2207	['hypothetical', 'protein']
ECs0123	ECs0123	['hypothetical', 'protein']
ECs1972	ECs1972	['phage', 'major', 'head', 'protein/prohead', 'protease']
ECs2970	ECs2970	['hypothetical', 'protein']
ECs4462	ECs4462	['hypothetical', 'protein']
ECs0106	ECs0106	['hypothetical', 'protein']
ECs2945	ECs2945	['tail', 'assembly', 'protein']
ECs5159	ECs5159	['hypothetical', 'protein']
ECs3199	ECs3199	['bifunctional', 'folylpolyglutamate', 'synthase/', 'dihydrofolate', 'synthase']
ECs5303	ECs5303	['hypothetical', 'protein']
ECs4975	ECs4975	['hypothetical', 'protein']
ECs0929	grxA	['glutaredoxin']
ECs5526	rrlD	['23S', 'ribosomal', 'RNA']
ECs5150	ECs5150	['FtsH', 'protease', 'regulator', 'HflK']
ECs1354	ECs1354	['protein', 'TerC']
ECs5294	ECs5294	['hypothetical', 'protein']
ECs5291	ECs5291	['hypothetical', 'protein']
ECs3350	ECs3350	['hydrogenase', '4', 'subunit', 'H']
ECs1731	ECs1731	['nitrate', 'reductase', '1', 'subunit', 'delta']
ECs2670	ECs2670	['hypothetical', 'protein']
ECs1041	ECs1041	['outer', 'membrane', 'protein', 'A']
ECO575345	NA
ECs2142	ECs2142	['hypothetical', 'protein']
ECs3857	ECs3857	['hypothetical', 'protein']
ECO575363	NA
ECs4332	ECs4332	['(3R)-hydroxymyristoyl-ACP', 'dehydratase']
ECs4560	ECs4560	['protein', 'CesT']
ECs4790	glnG	['nitrogen', 'regulation', 'protein', 'NR(I)']
ECs2985	ECs2985	['Ren', 'protein']
ECs0384	ECs0384	['regulator', 'for', 'prp', 'operon']
ECs1936	kil	['FtsZ', 'inhibitor', 'protein']
ECs0095	murC	['UDP-N-acetylmuramate--L-alanine', 'ligase']
ECO573848	NA
ECs5114	cadB	['lysine/cadaverine', 'antiporter']
ECs4810	ECs4810	['D-tyrosyl-tRNA(Tyr)', 'deacylase']
ECs4487	ECs4487	['preprotein', 'translocase', 'subunit', 'SecB']
ECs5391	ECs5391	['hypothetical', 'protein']
ECs4962	ECs4962	['endolysin']
ECs4755	ECs4755	['lysophospholipase', 'L2']
ECs2379	ECs2379	['hypothetical', 'protein']
ECs3785	ECs3785	['ribose-5-phosphate', 'isomerase', 'A']
ECO575370	NA
ECs5563	spf	['miscRNA']
ECs1161	ECs1161	['excisionase']
ECs4827	ECs4827	['glycoprotein']
ECs0402	mhpA	['3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic', 'acid', 'hydroxylase']
ECs1894	ECs1894	['dehydrogenase']
ECs4865	ECs4865	['hypothetical', 'protein']
ECs2248	ECs2248	['portal', 'protein']
ECs5152	ECs5152	['hypothetical', 'protein']
ECs3003	ECs3003	['hypothetical', 'protein']
ECO573655	NA
ECs0875	ECs0875	['ATP-dependent', 'RNA', 'helicase', 'RhlE']
ECs2936	ECs2936	['two-component', 'response-regulatory', 'protein', 'YehT']
ECs4584	ECs4584	['hypothetical', 'protein']
ECs0613	ECs0613	['inner', 'membrane', 'component', 'for', 'iron', 'transport']
ECs0050	ECs0050	['glutathione-regulated', 'potassium-efflux', 'system', 'protein', 'KefC']
ECs4299	ECs4299	['glycerol-3-phosphate', 'transporter', 'periplasmic', 'binding', 'protein']
ECs1040	ECs1040	['hypothetical', 'protein']
ECs0643	dsbG	['disulfide', 'isomerase/thiol-disulfide', 'oxidase']
ECs0677	nadD	['nicotinic', 'acid', 'mononucleotide', 'adenylyltransferase']
ECs1924	ECs1924	['hypothetical', 'protein']
ECs3050	ECs3050	['hypothetical', 'protein']
ECs0707	nagA	['N-acetylglucosamine-6-phosphate', 'deacetylase']
ECs2115	ECs2115	['hypothetical', 'protein']
ECO570358	NA
ECs2105	ECs2105	['hypothetical', 'protein']
ECs3485	ECs3485	['chaperone-like', 'protein']
ECs3502	ECs3502	['serine/threonine', 'protein', 'phosphatase']
ECO571915	NA
ECs3435	ECs3435	['GTP-binding', 'protein', 'LepA']
ECs4054	secG	['preprotein', 'translocase', 'subunit', 'SecG']
ECs5316	ECs5316	['transporter']
ECs1440	ECs1440	['dihydroorotase']
ECs5431	ECs5431	['hypothetical', 'protein']
ECs1981	ECs1981	['tail', 'assembly', 'chaperon']
ECs4932	ECs4932	['malate', 'synthase']
ECs4599	ECs4599	['hypothetical', 'protein']
ECO570337	NA
ECs3934	ECs3934	['hypothetical', 'protein']
ECs0722	ECs0722	['KdpE', 'family', 'transcriptional', 'regulator']
ECO571253	NA
ECs0057	pdxA	['4-hydroxythreonine-4-phosphate', 'dehydrogenase']
ECs0337	ECs0337	['transcriptional', 'regulator']
ECs1961	ECs1961	['hypothetical', 'protein']
ECs2137	ECs2137	['MarR', 'family', 'transcriptional', 'regulator']
ECs4586	ECs4586	['hypothetical', 'protein']
ECs1669	ECs1669	['cell', 'division', 'inhibitor', 'MinD']
ECs2577	ECs2577	['hypothetical', 'protein']
ECs2493	ECs2493	['hypothetical', 'protein']
ECs1470	ECs1470	['ACP', 'S-malonyltransferase']
ECs3406	ECs3406	['3-phenylpropionate/cinnamic', 'acid', 'dioxygenase', 'ferredoxin', 'subunit']
ECs2628	ECs2628	['hypothetical', 'protein']
ECs0945	ECs0945	['arginine', 'transporter', 'permease', 'ArtQ']
ECs0233	ECs0233	['hypothetical', 'protein']
ECs4471	ECs4471	['hypothetical', 'protein']
ECs0864	ECs0864	['hypothetical', 'protein']
ECp021.1n	ECp021.1n	['hypothetical', 'protein']
ECs1185	ECs1185	['cI', 'repressor', 'protein']
ECs1840	ECs1840	['hypothetical', 'protein']
ECO574055	NA
ECs0909	ECs0909	['transporter']
ECs5311	ECs5311	['GTP-binding', 'protein', 'YjiA']
ECs5024	ECs5024	['glycerol-3-phosphate', 'acyltransferase']
ECs1804	ECs1804	['minor', 'tail', 'protein']
ECs5421	ECs5421	['hypothetical', 'protein']
ECs2054	ECs2054	['DNA-binding', 'transcriptional', 'regulator']
ECs5041	ECs5041	['single-stranded', 'DNA-binding', 'protein']
ECs3765	ECs3765	['thiol:disulfide', 'interchange', 'protein', 'DsbC']
ECO572105	NA
ECs4005	ECs4005	['transporter']
ECs1835	ECs1835	['bifunctional', 'glutamine', 'amidotransferase/anthranilate', 'phosphoribosyltransferase']
ECO573476	NA
ECs1416	ECs1416	['curli', 'assembly', 'protein', 'CsgE']
ECs1909	ECs1909	['hypothetical', 'protein']
ECs5220	ECs5220	['hypothetical', 'protein']
ECs1401	ECs1401	['hypothetical', 'protein']
ECs0163	ECs0163	["5'-methylthioadenosine/S-adenosylhomocysteine", 'nucleosidase']
ECs3524	ECs3524	['gamma-aminobutyrate', 'transporter']
ECs2003	ECs2003	['hypothetical', 'protein']
ECs0474	ECs0474	['1-deoxy-D-xylulose-5-phosphate', 'synthase']
ECs3230	ECs3230	['transport']
ECs2620	ECs2620	['transcriptional', 'regulator']
ECs1427	ECs1427	['glucosyltransferase', 'MdoH']
ECs4620	ECs4620	['symporter', 'YidK']
ECs0994	rpsA	['30S', 'ribosomal', 'protein', 'S1']
ECs0371	ECs0371	['hypothetical', 'protein']
ECO574178	NA
ECs2882	ECs2882	['multidrug', 'efflux', 'system', 'subunit', 'MdtA']
ECs1451	flgB	['flagellar', 'basal-body', 'rod', 'protein', 'FlgB']
ECs4940	ECs4940	['hypothetical', 'protein']
pO157p35	pO157p35	['reverse', 'transcriptase']
ECs3394	iscA	['iron-sulfur', 'cluster', 'assembly', 'protein']
ECs3464	ECs3464	['phospho-2-dehydro-3-deoxyheptonate', 'aldolase']
ECs5581	ECs5581	['hypothetical', 'protein']
ECs4834	ECs4834	['superoxide', 'dismutase']
ECs2076	ECs2076	['outer', 'membrane', 'porin', 'protein']
ECs4694	ECs4694	['ribokinase']
ECs0747	sdhD	['succinate', 'dehydrogenase', 'cytochrome', 'b556', 'small', 'membrane', 'subunit']
ECs3543	ECs3543	['transporter']
ECs2764	ECs2764	['hypothetical', 'protein']
ECs1035	ECs1035	['paraquat-inducible', 'protein', 'B']
ECs1488	ECs1488	['hypothetical', 'protein']
ECs2133	ECs2133	['LysR', 'family', 'transcriptional', 'regulator']
ECs4698	ECs4698	['transcriptional', 'regulator', 'HdfR']
ECs0378	ECs0378	['ABC', 'transporter', 'permease']
ECs0942	ECs0942	['hypothetical', 'protein']
ECs2091	ECs2091	['hemin-binding', 'lipoprotein']
ECs2169	ECs2169	['hypothetical', 'protein']
ECs5187	ECs5187	['iron-sulfur', 'cluster', 'repair', 'di-iron', 'protein']
ECs3991	ECs3991	['transport', 'system', 'permease']
ECs2737	ECs2737	['transcriptional', 'regulator']
ECs0352	ECs0352	['hypothetical', 'protein']
ECO574808	NA
ECs3929	ribB	['3,4-dihydroxy-2-butanone-4-phosphate', 'synthase']
ECs2626	ECs2626	['hypothetical', 'protein']
ECs0421	ECs0421	['taurine', 'transporter', 'subunit']
ECs0099	ECs0099	['cell', 'division', 'protein', 'FtsZ']
